Country Name,Country Code,2022,2022_predicted,2022_confidence
Slovak Republic,SVK,4.281401062011719,4.281401062011719,0.8638047996652596
Slovenia,SVN,4.968234014511109,4.968234014511109,0.7953271895606663
Sweden,SWE,6.546002340316773,6.546002340316773,0.6034832676546923
Eswatini,SWZ,5.69260597229004,5.69260597229004,1.0
Sint Maarten (Dutch part),SXM,4.18044137954712,4.18044137954712,1.0
Seychelles,SYC,4.74013519287109,4.74013519287109,1.0
Turks and Caicos Islands,TCA,4.10991382598877,4.10991382598877,1.0
Chad,TCD,2.53867292404175,2.53867292404175,1.0
East Asia & Pacific (IDA & IBRD countries),TEA,2.88738679885864,2.88738679885864,1.0
Europe & Central Asia (IDA & IBRD countries),TEC,4.05402755737305,4.05402755737305,1.0
Togo,TGO,3.79811930656433,3.79811930656433,1.0
Thailand,THA,2.61187028884888,2.61187028884888,1.0
Tajikistan,TJK,5.71509790420532,5.71509790420532,1.0
Turkmenistan,TKM,3.73386001586914,3.73386001586914,1.0
Latin America & the Caribbean (IDA & IBRD countries),TLA,3.79476308822632,3.79476308822632,1.0
Timor-Leste,TLS,3.140590691566467,3.140590691566467,0.8189167191147082
"Middle East, North Africa, Afghanistan & Pakistan (IDA & IBRD)",TMN,4.305110259056091,4.305110259056091,0.6158162119556259
Tonga,TON,5.64619207382202,5.64619207382202,1.0
South Asia (IDA & IBRD),TSA,2.664810240268705,2.664810240268705,1.0
Sub-Saharan Africa (IDA & IBRD countries),TSS,3.51197004318237,3.51197004318237,1.0
Trinidad and Tobago,TTO,2.87970423698425,2.87970423698425,1.0
Tunisia,TUN,6.8049898147583,6.8049898147583,1.0
Turkiye,TUR,2.61430358886719,2.61430358886719,1.0
Tanzania,TZA,3.23824501037598,3.23824501037598,1.0
Uganda,UGA,2.56105017662048,2.56105017662048,1.0
Ukraine,UKR,5.93389987945557,5.93389987945557,1.0
Upper middle income,UMC,3.73386001586914,3.73386001586914,1.0
Uruguay,URY,4.5073299407959,4.5073299407959,1.0
United States,USA,5.315373811721802,5.315373811721802,0.7961773592618521
Uzbekistan,UZB,5.23477172851562,5.23477172851562,1.0
St. Vincent and the Grenadines,VCT,7.20952939987183,7.20952939987183,1.0
British Virgin Islands,VGB,2.48401999473572,2.48401999473572,1.0
Viet Nam,VNM,2.88738679885864,2.88738679885864,1.0
Vanuatu,VUT,10.7033452987671,10.7033452987671,1.0
World,WLD,3.774871587753295,3.774871587753295,1.0
Samoa,WSM,4.88079118728638,4.88079118728638,1.0
South Africa,ZAF,6.16726016998291,6.16726016998291,1.0
Zambia,ZMB,3.58259510993958,3.58259510993958,1.0
