Country Name,Country Code,2022,2022_predicted,2022_confidence
West Bank and Gaza,PSE,94.84281,94.84281,0.5
Pacific island small states,PSS,83.8887,83.8887,0.5
Post-demographic dividend,PST,96.22047,96.22047,0.5
French Polynesia,PYF,99.38568,99.38568,0.5
Qatar,QAT,94.09431,94.09431,0.5
Romania,ROU,82.22835,82.22835,0.5
Russian Federation,RUS,95.09612,95.09612,0.5
Rwanda,RWA,94.78978,94.78978,0.5
South Asia,SAS,87.76227,87.76227,0.5
Saudi Arabia,SAU,94.5456,94.5456,0.5
Sudan,SDN,60.00534,60.00534,0.5
Senegal,SEN,75.3821,75.3821,0.5
Singapore,SGP,99.66959,99.66959,0.5
Solomon Islands,SLB,67.47257,67.47257,0.5
Sierra Leone,SLE,98.11179,98.11179,0.5
El Salvador,SLV,80.99537,80.99537,0.5
San Marino,SMR,93.89214,93.89214,0.5
Somalia,SOM,14.45418,14.45418,0.5
Serbia,SRB,94.55098,94.55098,0.5
Sub-Saharan Africa (excluding high income),SSA,75.26271,75.26271,0.5
South Sudan,SSD,35.20717,35.20717,0.5
Sub-Saharan Africa,SSF,75.26385,75.26385,0.5
Small states,SST,85.68541,85.68541,0.5
Sao Tome and Principe,STP,93.0763,93.0763,0.5
Suriname,SUR,86.02531,86.02531,0.5
Slovak Republic,SVK,83.09318,83.09318,0.5
Slovenia,SVN,98.26288,98.26288,0.5
Sweden,SWE,99.18177,99.18177,0.5
Eswatini,SWZ,82.52357,82.52357,0.5
Seychelles,SYC,92.21011,92.21011,0.5
Syrian Arab Republic,SYR,67.96461,67.96461,0.5
Chad,TCD,73.15289,73.15289,0.5
East Asia & Pacific (IDA & IBRD countries),TEA,95.90841,95.90841,0.5
Europe & Central Asia (IDA & IBRD countries),TEC,92.15259,92.15259,0.5
Togo,TGO,90.73097,90.73097,0.5
Thailand,THA,98.08255,98.08255,0.5
Tajikistan,TJK,98.28703,98.28703,0.5
Latin America & the Caribbean (IDA & IBRD countries),TLA,93.75228,93.75228,0.5
Timor-Leste,TLS,92.30953,92.30953,0.5
"Middle East, North Africa, Afghanistan & Pakistan (IDA & IBRD)",TMN,93.3991,93.3991,0.5
Tonga,TON,85.94145,85.94145,0.5
